title,true_path,predicted_path,correct,true_in_retrieved,model_score,retrieval_score,combined_score,retrieval_time,reranking_time
application of heterogeneous catalysts for biodies,Natural Science > Chemical Science > Green Chemistry > Catalysis,Engineering and Technology > Environmental Biotechnology > Biofuel > Algae-Based Fuel,False,False,0.14597244560718536,0.604579746723175,0.32941536605358124,0.026881933212280273,1.0431509017944336
geopolymers: the green alternative to traditional ,Natural Science > Chemical Science > Green Chemistry > Catalysis,Engineering and Technology > Environmental Engineering > Solid Waste Management > Recycling,False,False,0.21020551025867462,0.3927171230316162,0.2832101553678512,0.021868467330932617,0.545088529586792
sub- and supercritical water liquefaction of kraft,Natural Science > Chemical Science > Green Chemistry > Catalysis,Engineering and Technology > Environmental Biotechnology > Biofuel > Algae-Based Fuel,False,False,0.1449250876903534,0.4164518713951111,0.2535358011722565,0.0270233154296875,0.7922859191894531
evidence of highly active cobalt oxide catalyst fo,Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Chemical Science > Green Chemistry > Catalysis,True,True,0.21984411776065826,0.3869677186012268,0.2866935580968857,0.02158832550048828,0.8682653903961182
gas phase electrocatalytic conversion of co2 to sy,Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Chemical Science > Green Chemistry > Catalysis,True,True,0.25930705666542053,0.4390363097190857,0.3311987578868866,0.024144649505615234,1.0364584922790527
novel phosphorus-nitrogen-containing ionic liquid ,Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Chemical Science > Polymer Chemistry > Polymer Characterization,False,False,0.09227293729782104,0.2645833492279053,0.16119710206985474,0.02164626121520996,0.9406678676605225
advances in zeolite imidazolate frameworks (zifs) ,Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Chemical Science > Inorganic Chemistry > Coordination Chemistry,False,True,0.17387636005878448,0.288698673248291,0.2198052853345871,0.021999597549438477,0.7736740112304688
synthesis and properties of hexakis(6-octyl-2-azul,Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Chemical Science > Green Chemistry > Sustainable Synthesis,False,False,0.2921532094478607,0.28794217109680176,0.29046879410743714,0.023781538009643555,1.1717357635498047
overall environmental equipment effectiveness as a,Natural Science > Chemical Science > Green Chemistry > Catalysis,Engineering and Technology > Environmental Engineering > Sustainable Engineering > Environmental Impact Assessment,False,False,0.1486314982175827,0.525589644908905,0.2994147568941117,0.022608041763305664,0.6106274127960205
microbial electrolysis cells for electromethanogen,Natural Science > Chemical Science > Green Chemistry > Catalysis,Engineering and Technology > Environmental Biotechnology > Waste Biotechnology > Anaerobic Digestion,False,False,0.06225473806262016,0.553910493850708,0.25891704037785535,0.021491050720214844,0.7033951282501221
preparation of different carbon materials by therm,Natural Science > Chemical Science > Green Chemistry > Catalysis,Agricultural Science > Agriculture Forestry and Fisheries > Forestry > Wood Science > Biomass Utilization,False,False,0.07787289470434189,0.3089330196380615,0.17029694467782974,0.017889022827148438,0.4710714817047119
multifaceted applications of biochar in environmen,Natural Science > Chemical Science > Green Chemistry > Catalysis,Agricultural Science > Agriculture Forestry and Fisheries > Forestry > Wood Science > Biomass Utilization,False,False,0.1099078580737114,0.45160502195358276,0.24658672362565992,0.029288053512573242,1.1185739040374756
"performance study of ni/si-mcm-41 catalysts, synth",Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Chemical Science > Green Chemistry > Catalysis,True,True,0.18932436406612396,0.4178786277770996,0.28074606955051423,0.02591109275817871,1.0575313568115234
additive manufacturing technologies: 3d printing i,Natural Science > Chemical Science > Green Chemistry > Catalysis,Engineering and Technology > Mechanical Engineering > Manufacturing > Additive Manufacturing,False,False,0.12759846448898315,0.5945287346839905,0.3143705725669861,0.015697240829467773,0.48796844482421875
the applications of morphology controlled zno in c,Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Chemical Science > Green Chemistry > Catalysis,True,True,0.19513559341430664,0.3366665840148926,0.25174798965454104,0.022478342056274414,0.5666885375976562
response surface optimization of hydrogen-rich syn,Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Chemical Science > Green Chemistry > Catalysis,True,True,0.2623389959335327,0.4402136206626892,0.33348884582519533,0.022384166717529297,1.0484981536865234
photocatalytic degradation and adsorptive removal ,Natural Science > Chemical Science > Green Chemistry > Catalysis,Engineering and Technology > Nanotechnology > Nanomaterial > Nanocomposite,False,False,0.14754705131053925,0.28762632608413696,0.20357876121997834,0.022571802139282227,0.9812002182006836
incorporating gold nanoclusters and target-directe,Natural Science > Chemical Science > Green Chemistry > Catalysis,Engineering and Technology > Nanotechnology > Nanomedicine > Diagnostic Nanodevice,False,False,0.057465482503175735,0.48453807830810547,0.22829452082514762,0.02387833595275879,0.713024377822876
mn(iii) catalyzed electrochemical reduction of co2,Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Chemical Science > Green Chemistry > Sustainable Synthesis,False,True,0.24326075613498688,0.32616573572158813,0.2764227479696274,0.019778728485107422,0.4801206588745117
regulation of o 2 concentration in soybean nodules,Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Biological Science > Plant Biology > Plant Physiology,False,False,0.14477558434009552,0.3599119782447815,0.2308301419019699,0.021749496459960938,0.6702854633331299
recent advances on electro-oxidation of ethanol on,Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Chemical Science > Green Chemistry > Catalysis,True,True,0.26072701811790466,0.43013274669647217,0.32848930954933164,0.025629043579101562,0.7454102039337158
estado reciente de los derechos sexuales y reprodu,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.33934521675109863,0.338432252407074,0.3389800310134887,0.015418291091918945,0.49494028091430664
reporting underage consensual sex after the teddy ,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Social Science > Law > Criminal Law > Criminal Procedure,False,False,0.2543315887451172,0.32727283239364624,0.28350808620452883,0.037181854248046875,0.8954472541809082
you have to give her that confidence,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.4216434359550476,0.3522522449493408,0.39388695955276487,0.0414423942565918,0.7472560405731201
"education, hiv, and early fertility: experimental ",Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Health Science > Public Health > Health Promotion > Health Education,False,False,0.10748188942670822,0.27839982509613037,0.1758490636944771,0.038758039474487305,0.7183389663696289
"utility, limitations, and pitfalls in measuring te",Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.2964639365673065,0.20398551225662231,0.2594725668430328,0.02131938934326172,0.5128321647644043
pelvic inflammatory disease,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.41475173830986023,0.23583340644836426,0.34318440556526186,0.06841182708740234,1.7796261310577393
"reproductive knowledge, sexual behaviour and contr",Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.4291289746761322,0.35153841972351074,0.3980927526950836,0.03621959686279297,1.0607948303222656
development of a mobile app on contraceptive optio,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.2157793790102005,0.290539026260376,0.2456832379102707,0.04636812210083008,0.9490773677825928
gender differences in schizophrenia and first-epis,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Psychiatry > Psychopharmacology,False,False,0.21363702416419983,0.3206843137741089,0.2564559400081634,0.036817073822021484,1.0703389644622803
placing contraception at the centre of the hiv pre,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.1953566074371338,0.4212356209754944,0.28570821285247805,0.03716325759887695,1.028947114944458
teenage pregnancies in mozambique: the experience ,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.30641594529151917,0.39287787675857544,0.3410007178783417,0.02384185791015625,1.1513161659240723
no one size fits all a multi-method survey of onco,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Gynecologic Oncology,False,False,0.3318926990032196,0.3906674385070801,0.35540259480476377,0.025011301040649414,1.0114266872406006
female adolescents' educational choices about repr,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.38920462131500244,0.3750801086425781,0.3835548162460327,0.026554346084594727,0.8220770359039307
the northeast adolescent project: a collaborative ,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Pediatrics > Developmental Pediatrics,False,True,0.20058532059192657,0.3812347650527954,0.27284509837627413,0.024626493453979492,0.8190762996673584
evaluation of the sexual health behaviors of black,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Social Science > Media and Communication > Digital Media > Platform Study,False,False,0.08321256190538406,0.4248718023300171,0.2198762580752373,0.021947622299194336,0.9491605758666992
a qualitative study of ottawa university students ,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.521734893321991,0.4744485020637512,0.502820336818695,0.022081375122070312,0.8038644790649414
sexual and reproductive health screening and couns,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Social Science > Psychology and Cognitive Science > Developmental Psychology > Adolescent Psychology,False,False,0.2957402169704437,0.37604081630706787,0.3278604567050934,0.015320539474487305,0.41773509979248047
multiple method contraception use among african am,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.565524160861969,0.25407904386520386,0.4409461140632629,0.021492481231689453,0.7094681262969971
"it is challenging oh, nobody likes it! : a qualita",Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.3633163273334503,0.29808175563812256,0.3372224986553192,0.014040470123291016,0.3570234775543213
eating sweets without the wrapper: perceptions of ,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Health Science > Public Health > Health Promotion > Disease Prevention,False,False,0.15461157262325287,0.3764645457267761,0.2433527618646622,0.02650284767150879,0.7447152137756348
premarital sexual activity and contraceptive use i,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.4099758565425873,0.32478177547454834,0.37589822411537166,0.020297765731811523,0.6364517211914062
conceptualizing meaningful youth engagement in ado,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Social Science > Psychology and Cognitive Science > Educational Psychology > Assessment and Evaluation,False,False,0.13535632193088531,0.3072546720504761,0.2041156619787216,0.02131366729736328,0.7161879539489746
impact of a text-messaging program on adolescent r,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Health Science > Public Health > Health Promotion > Disease Prevention,False,False,0.47055181860923767,0.31261587142944336,0.40737743973732,0.033265113830566406,0.8157188892364502
"youth in a void : sexuality, hiv/aids and communic",Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Social Science > Psychology and Cognitive Science > Developmental Psychology > Adolescent Psychology,False,False,0.08171061426401138,0.31456559896469116,0.1748526081442833,0.021611928939819336,0.8442978858947754
impact of a capacity-building intervention on view,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.3113584816455841,0.3485468626022339,0.326233834028244,0.022285938262939453,0.9248645305633545
gender norms and ideologies about adolescent sexua,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Social Science > Psychology and Cognitive Science > Developmental Psychology > Adolescent Psychology,False,False,0.11205960065126419,0.3556424379348755,0.2094927355647087,0.023470163345336914,1.0774548053741455
a statewide profile of frequent users of school ba,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Health Science > Public Health > Epidemiology > Disease Surveillance,False,False,0.3149724006652832,0.3472074866294861,0.32786643505096436,0.02199077606201172,0.8005683422088623
developing adolescent boys toward adaptation of ma,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Health Science > Public Health > Health Promotion > Wellness Program,False,False,0.14723525941371918,0.32691627740859985,0.21910766661167144,0.021489620208740234,0.89028000831604
sexual and reproductive health services utilizatio,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,True,True,0.3928697109222412,0.2828214764595032,0.348850417137146,0.022841453552246094,1.0834007263183594
congenital adrenal hyperplasia due to steroid 21-h,Medical and Health Science > Clinical Medicine > Obstetrics and Gynecology > Reproductive Medicine,Medical and Health Science > Clinical Medicine > Pediatrics > Neonatology,False,False,0.12473944574594498,0.2584739923477173,0.1782332643866539,0.013652324676513672,0.37666893005371094
environmental factors support the formation of spe,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,False,0.19327132403850555,0.32937073707580566,0.2477110892534256,0.021739721298217773,0.8866138458251953
stable isotope based trophic structure of pelagic ,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,False,0.2373998761177063,0.4209251403808594,0.31080998182296754,0.022954702377319336,0.9425444602966309
the impacts of drought on freshwater ecosystems: a,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,False,False,0.07428023964166641,0.4308910369873047,0.21692455857992174,0.021765708923339844,0.8964014053344727
abundance and production of bacteria and viruses i,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,False,0.3172267973423004,0.3878031373023987,0.34545733332633977,0.04166674613952637,1.1310110092163086
the hidden giant: how a rift pulse triggered a cas,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Geophysics > Seismology,False,False,0.1443922519683838,0.2982129454612732,0.20592052936553956,0.0329592227935791,1.0159578323364258
the status of sea bass (dicentrarchus labrax) stoc,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Agricultural Science > Agriculture Forestry and Fisheries > Fishery > Fish Biology,False,False,0.0966598317027092,0.46434032917022705,0.24373203068971636,0.02167987823486328,0.8705945014953613
detrimental physiological effects of the invasive ,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Agricultural Science > Agriculture Forestry and Fisheries > Fishery > Fish Biology,False,False,0.10321344435214996,0.414722204208374,0.22781694829463958,0.021644115447998047,0.8256158828735352
pre pliocene extension around the gulf of californ,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Humanity and Art > History and Archaeology > Regional History > American History,False,True,0.2656232416629791,0.2351384162902832,0.2534293115139008,0.021816015243530273,0.7032201290130615
less nutrients but more phytoplankton: long-term e,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,False,0.15932820737361908,0.3517257571220398,0.23628722727298737,0.021773815155029297,0.6251828670501709
marine reserves as linked social ecological system,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Agricultural Science > Agriculture Forestry and Fisheries > Fishery > Marine Resource,False,False,0.09407762438058853,0.5434988737106323,0.27384612411260606,0.022440433502197266,0.7393350601196289
pathogenic bacteria significantly increased under ,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,False,0.2879408895969391,0.39289581775665283,0.32992286086082456,0.021779298782348633,0.8935370445251465
application of a new net primary production method,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Ocean Modeling,False,True,0.1692911833524704,0.48247766494750977,0.29456577599048617,0.02480483055114746,0.837033748626709
the effects of natural and anthropogenic micropart,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Environmental Science > Pollution Study > Soil Contamination,False,False,0.14408503472805023,0.3221700191497803,0.21531902849674223,0.037578582763671875,1.0525624752044678
novel approach to large-scale monitoring of submer,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Environmental Science > Environmental Monitoring > Remote Sensing,False,False,0.05924666300415993,0.5650300979614258,0.2615600369870663,0.022408485412597656,0.9740798473358154
influence of environmental nutrient conditions on ,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Environmental Science > Ecosystem Science > Ecosystem Modeling,False,False,0.24278971552848816,0.38384759426116943,0.2992128670215607,0.028901100158691406,1.1095309257507324
the northward habitat expansion of the korean top ,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,True,0.3237329423427582,0.3507058620452881,0.33452211022377015,0.023250579833984375,0.8700926303863525
techniques for cetaceanhabitat modeling,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,True,0.18290378153324127,0.39555662870407104,0.26796492040157316,0.011610269546508789,0.33603382110595703
acquired type iii secretion system determines envi,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Biological Science > Microbiology > Virology,False,False,0.17720672488212585,0.2926875352859497,0.2233990490436554,0.023218393325805664,0.9586350917816162
effects of spatial and temporal variability of tur,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,False,0.18487170338630676,0.40699589252471924,0.27372137904167176,0.03472018241882324,1.0612668991088867
"surf, turf, and above the earth: unmet needs for c",Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Ocean Modeling,False,False,0.14255335927009583,0.45102107524871826,0.2659404456615448,0.02190113067626953,0.7774150371551514
forecasting of dissolved oxygen in marine fish cul,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,False,0.25814732909202576,0.3777239918708801,0.3059779942035675,0.019827842712402344,0.5512356758117676
low host abundance and high temperature determine ,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,False,0.24438725411891937,0.33721059560775757,0.2815165907144547,0.021338462829589844,0.8999974727630615
ecology and distribution of the isopod genus idote,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,False,0.2961164712905884,0.31638097763061523,0.30422227382659917,0.021486520767211914,1.1673927307128906
corridors for aliens but not for natives: effects ,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,False,0.2823074758052826,0.38324058055877686,0.3226807177066803,0.021599292755126953,0.8751523494720459
dynamics of dimethylsulfide production from dissol,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,False,0.3357681930065155,0.329712450504303,0.33334589600563047,0.033267974853515625,1.234921932220459
florida s harmful algal bloom (hab) problem: escal,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,False,0.190627321600914,0.39862942695617676,0.2738281637430191,0.02882862091064453,1.048945665359497
selected pharmaceuticals entering an estuary: conc,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Medical and Health Science > Basic Medicine > Pharmacology > Toxicology,False,False,0.1806861162185669,0.3788241744041443,0.25994133949279785,0.024832963943481445,0.870842456817627
response of a coastal tropical pelagic microbial c,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Chemistry,False,False,0.3106187582015991,0.3635441064834595,0.33178889751434326,0.029527902603149414,1.2262094020843506
the baltic sea model intercomparison project (bmip,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Atmospheric Science > Climatology > Climate Modeling,False,False,0.16819044947624207,0.5182991623878479,0.30823393464088444,0.02244400978088379,0.9763984680175781
seasonal compensation of microbial production and ,Natural Science > Earth and Environmental Science > Oceanography > Physical Oceanography,Natural Science > Earth and Environmental Science > Oceanography > Marine Biology,False,False,0.34954923391342163,0.4202086925506592,0.37781301736831663,0.02274799346923828,1.2065987586975098
experience of patients diagnosed as asymptomatic c,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Medical and Health Science > Health Science > Dentistry > Oral Surgery,False,True,0.28271448612213135,0.44215214252471924,0.3464895486831665,0.022605419158935547,0.6478462219238281
enhancing chronic disease management: personalized,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Medical and Health Science > Health Science > Public Health > Health Policy > Global Health Policy,False,False,0.13554581999778748,0.4221896529197693,0.2502033531665802,0.021884679794311523,0.8771190643310547
what is suitable social distancing for people wear,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,True,True,0.03777219355106354,0.3381083011627197,0.157906636595726,0.021346330642700195,0.92250657081604
does sleep disturbance predicts posttraumatic stre,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Social Science > Psychology and Cognitive Science > Health Psychology > Stress and Coping,False,False,0.256000816822052,0.3627704381942749,0.2987086653709412,0.025593280792236328,0.8398973941802979
"the association of social emotions, perceived effi",Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Interdisciplinary Field > Global Challenge > Global Health > Pandemic Preparedness,False,True,0.05782109126448631,0.4900047183036804,0.23069454208016396,0.03415822982788086,0.8266787528991699
evaluation of health system resilience in 60 count,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Interdisciplinary Field > Global Challenge > Global Health > Health System Strengthening,False,False,0.11905297636985779,0.46004176139831543,0.25544849038124084,0.021863937377929688,0.998492956161499
impact of coronavirus infectious disease (covid-19,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Interdisciplinary Field > Global Challenge > Global Health > Pandemic Preparedness,False,True,0.19055207073688507,0.41224682331085205,0.27922997176647185,0.02190995216369629,0.7852127552032471
is the mental health of young students and their f,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Social Science > Psychology and Cognitive Science > Health Psychology > Stress and Coping,False,True,0.19316768646240234,0.3830304741859436,0.2691128015518188,0.0216982364654541,0.9934511184692383
disengaged from planning during the lockdown? an i,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Social Science > Psychology and Cognitive Science > Industrial and Organizational Psychology > Workplace Behavior,False,False,0.14640916883945465,0.29429638385772705,0.2055640548467636,0.03025197982788086,0.5612978935241699
"focused deterrence, strategic management, and effe",Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Social Science > Law > Criminal Law > Criminal Procedure,False,False,0.10064642876386642,0.33944475650787354,0.19616575986146928,0.021754980087280273,0.8618874549865723
covid-19 prevention training with video-based feed,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Medical and Health Science > Health Science > Public Health > Health Promotion > Disease Prevention,False,False,0.1379006803035736,0.34109485149383545,0.21917834877967834,0.02232813835144043,1.238793134689331
socioeconomic disparities in cancer incidence and ,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Medical and Health Science > Clinical Medicine > Oncology > Cancer Biology,False,False,0.12312033772468567,0.32121479511260986,0.20235812067985534,0.022022008895874023,1.0955541133880615
big data: new tricks for econometrics,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Social Science > Economics and Business > Business and Management > Business Analytics > Data-Driven Decision Making,False,False,0.02949870377779007,0.47350525856018066,0.2071013256907463,0.018146038055419922,0.5381643772125244
portable breath-based volatile organic compound mo,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,True,True,0.22752822935581207,0.25570517778396606,0.23879900872707366,0.0243837833404541,1.1846768856048584
optimal control analysis of monkeypox disease with,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,True,True,0.1457468420267105,0.331190288066864,0.2199242204427719,0.025205135345458984,0.7338821887969971
headache in post-covid-19 patients: its characteri,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Interdisciplinary Field > Global Challenge > Global Health > Tropical Disease,False,False,0.08664499968290329,0.28122109174728394,0.16447543650865554,0.02237224578857422,1.0717179775238037
"internet addiction, loneliness, and academic burno",Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Social Science > Psychology and Cognitive Science > Educational Psychology > Motivation,False,False,0.10065599530935287,0.2616138458251953,0.16503913551568986,0.021643877029418945,0.910775899887085
tourist satisfaction during the pandemic: an analy,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,True,True,0.14931389689445496,0.32409554719924927,0.21922655701637267,0.02462148666381836,0.7198631763458252
a three-level health inspection queue based on ris,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Medical and Health Science > Health Science > Public Health > Epidemiology > Disease Surveillance,False,True,0.12173764407634735,0.3482804298400879,0.21235475838184356,0.019031047821044922,0.5817184448242188
covid-19 related fears of patients admitted to a p,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Social Science > Psychology and Cognitive Science > Health Psychology > Stress and Coping,False,False,0.28440847992897034,0.4051811695098877,0.3327175557613373,0.022032499313354492,1.1634738445281982
whether urbanization has intensified the spread of,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,True,True,0.12860512733459473,0.42830920219421387,0.24848675727844238,0.02384662628173828,0.6109874248504639
the comparison of the risks and forwarding company,Medical and Health Science > Health Science > Public Health > Epidemiology > Outbreak Investigation,Social Science > Economics and Business > Business and Management > Operation Management > Logistics,False,False,0.24748414754867554,0.34307295083999634,0.28571966886520384,0.02996540069580078,0.6029119491577148
